State,Crop,Season,District ,Area ,Production,Yield,Profit,Rainfall,Year
Assam,Arecanut,Whole Year ,KARIMGANJ,2179.75,1029.6666666666667,0.4725,-18.5124768615226,61.14623238255146,2006
Assam,Arecanut,Whole Year ,KOKRAJHAR,1484.5833333333333,2310.0,1.5541666666666665,78.38357474346287,87.81312105546849,2016
Assam,Arecanut,Whole Year ,LAKHIMPUR,2633.75,2476.0833333333335,0.9249999999999999,99.53986116810586,31.532986842972587,2006
Assam,Arecanut,Whole Year ,MARIGAON,1360.9166666666667,1089.3333333333333,0.8016666666666666,-10.443820277276217,42.54998499539314,2017
Assam,Arecanut,Whole Year ,NAGAON,5832.666666666667,6129.833333333333,1.0566666666666666,-35.43354341124585,42.429470402203776,2007
Assam,Arecanut,Whole Year ,NALBARI,3299.25,3202.4166666666665,0.9766666666666667,-49.1672281759332,46.8714053027945,2002
Assam,Arecanut,Whole Year ,SIVASAGAR,4162.083333333333,3678.6666666666665,0.8666666666666667,57.253110783230824,37.60744788980648,2005
Assam,Arecanut,Whole Year ,SONITPUR,4477.083333333333,4215.75,0.9358333333333334,-89.21020209953011,15.764045297361873,2011
Assam,Arecanut,Whole Year ,TINSUKIA,2044.0,1662.1666666666667,0.8083333333333332,-13.711188690599883,81.4277616212707,2013
Assam,Arecanut,Whole Year ,UDALGURI,2061.0,1639.75,0.79,91.93316392278115,60.34761790591503,2011
Assam,Arhar/Tur,Kharif     ,BAKSA,220.73333333333332,202.33333333333334,0.9066666666666666,-19.92475601050849,96.41811831161475,2012
Assam,Arhar/Tur,Kharif     ,BARPETA,259.0,201.6086956521739,0.7713043478260869,-67.88127604735942,77.77533300457091,2016
Assam,Arhar/Tur,Kharif     ,BONGAIGAON,165.17391304347825,143.52173913043478,0.8721739130434782,12.919330807942515,22.355727996835196,2004
Assam,Arhar/Tur,Kharif     ,CACHAR,125.17391304347827,92.69565217391305,0.7391304347826086,83.09704034256325,75.23724761986838,2018
Assam,Arhar/Tur,Kharif     ,CHIRANG,210.0,183.53333333333333,0.8706666666666667,71.80690783885473,80.6931073909384,2010
Assam,Arhar/Tur,Kharif     ,DARRANG,259.5652173913044,173.65217391304347,0.7152173913043478,-5.335410072832843,7.995359777539546,2020
Assam,Arhar/Tur,Kharif     ,DHEMAJI,33.30434782608695,27.956521739130434,0.8404347826086955,-36.09182833493891,62.39606923185019,2010
Assam,Arhar/Tur,Kharif     ,DHUBRI,187.17391304347825,142.47826086956522,0.7991304347826087,2.5935169564374405,71.6746980731459,2019
Assam,Arhar/Tur,Kharif     ,DIBRUGARH,77.26086956521739,60.0,0.7917391304347826,-43.345642628478245,89.09409633633109,2006
Assam,Arhar/Tur,Kharif     ,DIMA HASAO,315.7391304347826,235.34782608695653,0.738695652173913,57.67562325736739,42.36056007873604,2014
Assam,Arhar/Tur,Kharif     ,GOALPARA,360.5217391304348,328.6521739130435,0.9108695652173913,-8.977562617642178,23.57893723234954,2010
Assam,Arhar/Tur,Kharif     ,GOLAGHAT,192.7391304347826,140.91304347826087,0.7508695652173912,-36.1740109663569,94.0051137088737,2009
Assam,Arhar/Tur,Kharif     ,HAILAKANDI,71.0,48.56521739130435,0.6778260869565217,-12.15089535611989,78.78561441364656,2010
Assam,Arhar/Tur,Kharif     ,JORHAT,27.782608695652176,20.08695652173913,0.7034782608695652,-85.27985557306563,51.92654874317557,2021
Assam,Arhar/Tur,Kharif     ,KAMRUP,282.0,234.65217391304347,0.8508695652173913,-11.023010371521451,25.650380982209352,2001
Assam,Arhar/Tur,Kharif     ,KAMRUP METRO,51.666666666666664,43.666666666666664,0.8746666666666667,-76.7526722220945,74.11915298637166,2004
Assam,Arhar/Tur,Kharif     ,KARBI ANGLONG,1130.8260869565217,822.9565217391304,0.7282608695652174,28.072031509947152,22.62310270703045,2009
Assam,Arhar/Tur,Kharif     ,KARIMGANJ,61.34782608695652,44.65217391304348,0.7204347826086956,-31.45200961332948,68.27861449733683,2021
Assam,Arhar/Tur,Kharif     ,KOKRAJHAR,359.4782608695652,273.69565217391306,0.7417391304347826,-44.38804401171566,95.94005645486004,2005
Assam,Arhar/Tur,Kharif     ,LAKHIMPUR,62.73913043478261,46.78260869565217,0.7839130434782607,-3.65884788852253,6.026589383662917,2010
Assam,Arhar/Tur,Kharif     ,MARIGAON,138.0,94.34782608695652,0.6895652173913043,-79.55289372260532,82.04540432962848,2009
Assam,Arhar/Tur,Kharif     ,NAGAON,1020.4782608695652,712.4782608695652,0.7295652173913044,48.954665977346,5.256311915772505,2012
Assam,Arhar/Tur,Kharif     ,NALBARI,171.6086956521739,109.1304347826087,0.6639130434782609,-9.270217633389862,60.73311710074333,2009
Assam,Arhar/Tur,Kharif     ,SIVASAGAR,34.65217391304348,26.347826086956523,0.6873913043478261,84.51940380025655,22.996653513859645,2010
Assam,Arhar/Tur,Kharif     ,SONITPUR,497.39130434782606,441.95652173913044,0.8734782608695653,4.963063864887403,91.10142415914643,2009
Assam,Arhar/Tur,Kharif     ,TINSUKIA,94.73913043478261,70.21739130434783,0.7373913043478261,-43.691253758075966,71.22870099736622,2014
Assam,Arhar/Tur,Kharif     ,UDALGURI,260.46666666666664,187.73333333333332,0.718,-7.633287220584364,43.0127491213372,2021
Assam,Banana,Whole Year ,BAKSA,1387.2666666666667,22029.666666666668,15.987333333333334,18.192219877207577,20.677812438848942,2005
Assam,Banana,Whole Year ,BARPETA,2869.4285714285716,44009.52380952381,15.445238095238096,44.10256518366009,65.23611138946059,2011
Assam,Banana,Whole Year ,BONGAIGAON,772.1428571428571,10382.285714285714,13.474285714285713,81.98209506475891,81.61415601901733,2005
Assam,Banana,Whole Year ,CACHAR,2920.714285714286,42944.333333333336,14.693809523809524,-99.78299559268888,57.00920385024803,2014
Assam,Banana,Whole Year ,CHIRANG,942.9333333333333,15382.0,15.155333333333333,-18.654857740453807,80.78222487121171,2002
Assam,Banana,Whole Year ,DARRANG,1500.857142857143,21161.761904761905,14.206190476190475,52.5134710364884,64.50686009856874,2013
Assam,Banana,Whole Year ,DHEMAJI,1149.5714285714287,17071.904761904763,14.88238095238095,78.30625625031541,14.191524117383969,2011
Assam,Banana,Whole Year ,DHUBRI,1178.095238095238,18249.0,15.471904761904764,-62.064327204386174,78.17702809473407,2002
Assam,Banana,Whole Year ,DIBRUGARH,793.9047619047619,11989.47619047619,15.24095238095238,31.011204936123733,68.99178105001586,2011
Assam,Banana,Whole Year ,DIMA HASAO,1089.7619047619048,18425.47619047619,15.871428571428572,49.372309140285154,71.67156241406047,2001
Assam,Banana,Whole Year ,GOALPARA,2633.3809523809523,46508.380952380954,17.162857142857142,58.1835893054469,98.45806907847027,2003
Assam,Banana,Whole Year ,GOLAGHAT,2766.7619047619046,46228.52380952381,16.365714285714287,49.604160182808755,84.20212575021662,2003
Assam,Banana,Whole Year ,HAILAKANDI,1419.7142857142858,17954.095238095237,12.627619047619048,15.06840849988005,19.02490091019726,2019
Assam,Banana,Whole Year ,JORHAT,2301.3333333333335,33301.666666666664,14.494761904761905,-35.07301095873939,58.031690304807924,2002
Assam,Banana,Whole Year ,KAMRUP,2811.285714285714,39527.52380952381,14.026190476190477,59.01179722748165,0.1535644668349545,2017
Assam,Banana,Whole Year ,KAMRUP METRO,567.1333333333333,8563.866666666667,14.892666666666665,-67.97738681668113,25.446337856645663,2003
Assam,Banana,Whole Year ,KARBI ANGLONG,1819.6190476190477,28173.333333333332,15.413809523809524,4.184207610582874,28.789843125607128,2010
Assam,Banana,Whole Year ,KARIMGANJ,1176.1904761904761,15745.190476190477,13.313809523809523,-39.29474992965265,8.92910595522225,2009
Assam,Banana,Whole Year ,KOKRAJHAR,1167.5714285714287,19792.095238095237,16.904761904761905,-72.49245934797216,34.12856649704125,2009
Assam,Banana,Whole Year ,LAKHIMPUR,2158.0476190476193,32023.04761904762,14.724761904761905,-95.11946575227562,17.58620425121139,2011
Assam,Banana,Whole Year ,MARIGAON,1180.2380952380952,19872.190476190477,15.171428571428569,69.42353146720421,85.59716498495662,2021
Assam,Banana,Whole Year ,NAGAON,3431.6190476190477,53167.619047619046,15.581428571428571,55.8352220320391,37.3944310067586,2006
Assam,Banana,Whole Year ,NALBARI,1488.3809523809523,22612.04761904762,15.258571428571429,-59.20616637126073,71.85877301648132,2007
Assam,Banana,Whole Year ,SIVASAGAR,1653.2380952380952,24368.190476190477,14.879047619047618,47.77187057266221,44.74316497744045,2015
Assam,Banana,Whole Year ,SONITPUR,3446.714285714286,56746.0,16.084761904761905,-3.3448687685052363,18.212846786740588,2003
Assam,Banana,Whole Year ,TINSUKIA,1985.7142857142858,28842.809523809523,14.36761904761905,-48.956903215463285,64.66574212696402,2006
Assam,Banana,Whole Year ,UDALGURI,814.5333333333333,12252.266666666666,14.879333333333333,-18.911671313233526,71.03747225373827,2001
Assam,Black pepper,Whole Year ,BAKSA,87.15384615384616,158.84615384615384,1.8023076923076924,57.767514540628184,18.17610047479945,2021
Assam,Black pepper,Whole Year ,BARPETA,41.07692307692308,64.0,1.5676923076923077,-3.4255016928501476,95.36028238100528,2016
Assam,Black pepper,Whole Year ,BONGAIGAON,28.692307692307693,56.76923076923077,1.9538461538461538,-54.597812069534754,15.105097340688944,2005
Assam,Black pepper,Whole Year ,CACHAR,40.61538461538461,84.61538461538461,2.0815384615384613,71.1867754945525,7.336730643962586,2021
Assam,Black pepper,Whole Year ,CHIRANG,15.307692307692308,31.923076923076923,2.017692307692308,45.38971809979009,26.111146711839073,2012
Assam,Black pepper,Whole Year ,DARRANG,36.76923076923077,63.23076923076923,1.7276923076923079,-88.1459802641245,37.65731892549633,2002
Assam,Black pepper,Whole Year ,DHEMAJI,30.53846153846154,45.30769230769231,1.5176923076923077,-68.44094221027402,70.18451989361924,2014
Assam,Black pepper,Whole Year ,DHUBRI,3.5,8.166666666666666,2.225,-45.66205877987686,50.57748641832749,2017
Assam,Black pepper,Whole Year ,DIBRUGARH,76.61538461538461,165.6153846153846,2.117692307692308,-4.020824410776314,75.20140183064241,2004
Assam,Black pepper,Whole Year ,DIMA HASAO,47.76923076923077,73.0,1.5238461538461539,-93.95027303118964,17.000503582770786,2014
Assam,Black pepper,Whole Year ,GOALPARA,105.38461538461539,203.76923076923077,1.883076923076923,-79.65195539836141,3.6969039598517495,2009
Assam,Black pepper,Whole Year ,GOLAGHAT,318.84615384615387,593.8461538461538,1.8276923076923077,62.31044091932719,98.33245118500838,2020
Assam,Black pepper,Whole Year ,HAILAKANDI,35.61538461538461,72.46153846153847,2.0953846153846154,44.19363180533753,47.818810906306375,2000
Assam,Black pepper,Whole Year ,JORHAT,179.23076923076923,244.0,1.416923076923077,51.167569764615735,41.84884711680552,2004
Assam,Black pepper,Whole Year ,KAMRUP,110.53846153846153,180.84615384615384,1.626923076923077,-13.232383129997942,48.85128035271724,2007
Assam,Black pepper,Whole Year ,KAMRUP METRO,42.46153846153846,79.07692307692308,1.8807692307692307,-75.712921983425,53.14286636583495,2020
Assam,Black pepper,Whole Year ,KARBI ANGLONG,304.0,647.6923076923077,2.058461538461539,-99.60233641467917,84.33640734525025,2002
Assam,Black pepper,Whole Year ,KARIMGANJ,241.69230769230768,401.0,1.6346153846153846,0.11001954417162096,6.242642157695821,2013
Assam,Black pepper,Whole Year ,KOKRAJHAR,279.6923076923077,519.3846153846154,1.8438461538461537,79.79657303842288,55.94964053286618,2017
Assam,Black pepper,Whole Year ,LAKHIMPUR,379.7692307692308,738.1538461538462,1.8407692307692307,-31.462065667792658,28.354181862297157,2005
Assam,Black pepper,Whole Year ,MARIGAON,87.84615384615384,161.07692307692307,1.8484615384615386,76.21414630887699,58.17853594191843,2004
Assam,Black pepper,Whole Year ,NAGAON,200.07692307692307,326.53846153846155,1.633076923076923,-1.0726792961107208,9.769044629383195,2001
Assam,Black pepper,Whole Year ,NALBARI,20.076923076923077,41.23076923076923,2.066153846153846,-72.37584128388094,68.79894947548809,2004
Assam,Black pepper,Whole Year ,SIVASAGAR,112.15384615384616,202.23076923076923,1.787692307692308,-32.87107900703204,39.26440346604636,2020
Assam,Black pepper,Whole Year ,SONITPUR,186.6153846153846,306.84615384615387,1.686923076923077,63.250106404426305,42.2143143870735,2013
Assam,Black pepper,Whole Year ,TINSUKIA,255.46153846153845,322.9230769230769,1.2569230769230768,0.18394426743861914,94.92058396170339,2019
Assam,Black pepper,Whole Year ,UDALGURI,70.0,124.92307692307692,1.813076923076923,-70.49985746909312,36.84516179358308,2019
Assam,Castor seed,Kharif     ,BAKSA,25.133333333333333,14.533333333333333,0.59,-45.82056097999303,7.65712960699566,2007
Assam,Castor seed,Kharif     ,BARPETA,16.391304347826086,9.73913043478261,0.5939130434782609,-9.69436876917193,94.01505389527408,2020
Assam,Castor seed,Kharif     ,BONGAIGAON,17.454545454545453,7.409090909090909,0.46409090909090905,58.605959416213835,33.64553128574405,2013
Assam,Castor seed,Kharif     ,CACHAR,1.0,1.0,1.0,-36.00140049802243,43.878343178176216,2003
Assam,Castor seed,Kharif     ,CHIRANG,12.692307692307692,5.6923076923076925,0.4746153846153846,-76.55006398188308,15.682561408336127,2001
Assam,Castor seed,Kharif     ,DARRANG,19.761904761904763,8.095238095238095,0.6052380952380952,-89.03606863871849,6.014549343881881,2017
Assam,Castor seed,Kharif     ,DHEMAJI,78.81818181818181,36.72727272727273,0.4968181818181818,53.04842820587865,58.549670599775126,2008
Assam,Castor seed,Kharif     ,DHUBRI,9.0,5.863636363636363,0.6881818181818182,93.80290998871155,68.4056907163671,2000
Assam,Castor seed,Kharif     ,DIBRUGARH,12.666666666666666,4.277777777777778,0.3488888888888889,-64.60363673513851,56.46377707941873,2012
Assam,Castor seed,Kharif     ,DIMA HASAO,73.22727272727273,34.13636363636363,0.47136363636363643,75.73231832379469,46.10867556305678,2015
Assam,Castor seed,Kharif     ,GOALPARA,28.181818181818183,12.318181818181818,0.44499999999999995,47.605315343036125,99.72708895458257,2007
Assam,Castor seed,Kharif     ,GOLAGHAT,20.454545454545453,12.545454545454545,0.5768181818181818,76.45858785347755,87.30894436909163,2011
Assam,Castor seed,Kharif     ,HAILAKANDI,4.9375,1.9375,0.39875,9.962423677339217,10.70236225457668,2010
Assam,Castor seed,Kharif     ,JORHAT,17.136363636363637,7.7727272727272725,0.4445454545454546,82.84808787195917,39.90414564370638,2021
Assam,Castor seed,Kharif     ,KAMRUP,58.18181818181818,18.772727272727273,0.38045454545454543,-29.01310301798972,88.5871142661476,2004
Assam,Castor seed,Kharif     ,KAMRUP METRO,2.8181818181818183,1.0,0.36909090909090914,-94.72630000604853,97.70326759510985,2012
Assam,Castor seed,Kharif     ,KARBI ANGLONG,483.39130434782606,192.65217391304347,0.4026086956521739,4.312767917264139,21.204159571516325,2019
Assam,Castor seed,Kharif     ,KARIMGANJ,1.0,1.0,1.0,54.86004079849707,15.586183540771204,2007
Assam,Castor seed,Kharif     ,KOKRAJHAR,76.63636363636364,38.68181818181818,0.4990909090909091,-36.221972588111704,34.73932519809977,2011
Assam,Castor seed,Kharif     ,LAKHIMPUR,136.8695652173913,59.65217391304348,0.46913043478260874,23.2829868940901,88.85220015086196,2010
Assam,Castor seed,Kharif     ,MARIGAON,12.73913043478261,2.8260869565217392,0.26,-45.78582958694797,70.99000554166224,2005
Assam,Castor seed,Kharif     ,NAGAON,27.727272727272727,11.636363636363637,0.4622727272727273,-26.10214304070719,93.49612162549768,2015
Assam,Castor seed,Kharif     ,NALBARI,18.0,9.272727272727273,0.6768181818181819,49.55220524766722,45.203202658901844,2014
Assam,Castor seed,Kharif     ,SIVASAGAR,8.136363636363637,3.8181818181818183,0.5677272727272727,12.40772909554309,25.82472320456989,2004
Assam,Castor seed,Kharif     ,SONITPUR,23.363636363636363,10.0,0.4390909090909091,-77.081222300473,81.07020206182133,2018
Assam,Castor seed,Kharif     ,TINSUKIA,5.476190476190476,2.4761904761904763,0.4495238095238095,64.8878851765711,49.1866199257453,2014
Assam,Castor seed,Kharif     ,UDALGURI,29.846153846153847,14.076923076923077,0.5,-10.31725543810586,95.7872582159559,2004
Assam,Coconut ,Whole Year ,BAKSA,942.0714285714286,7002357.142857143,7332.83,40.23056605791609,94.5446081577877,2008
Assam,Coconut ,Whole Year ,BARPETA,1428.090909090909,14468500.0,9568.871363636363,-33.456457094011355,46.79069070682572,2021
Assam,Coconut ,Whole Year ,"BISWANATH
",498.0,5606000.0,11257.03,-61.46213430357037,76.96056319411807,2007
Assam,Coconut ,Whole Year ,BONGAIGAON,601.1363636363636,4252409.090909091,6962.044999999999,78.45005098176884,92.72596287972591,2009
Assam,Coconut ,Whole Year ,CACHAR,1183.7727272727273,2888045.4545454546,2488.731818181818,-33.18030159624958,93.33378241694626,2004
Assam,Coconut ,Whole Year ,"CHARAIDEO
",500.0,2636000.0,5272.0,73.9120931359929,39.215974853033266,2006
Assam,Coconut ,Whole Year ,CHIRANG,463.92857142857144,3423357.1428571427,7525.375714285714,-13.974687931131086,35.35462643777163,2004
Assam,Coconut ,Whole Year ,DARRANG,699.1818181818181,4531181.818181818,6322.445000000001,-56.80485102148394,99.12081373838916,2000
Assam,Coconut ,Whole Year ,DHEMAJI,108.04545454545455,396409.0909090909,3641.3536363636363,34.16129256561294,74.0089964109596,2001
Assam,Coconut ,Whole Year ,DHUBRI,459.09090909090907,3976727.272727273,9855.564545454547,-20.649501420904187,46.40117027038734,2017
Assam,Coconut ,Whole Year ,DIBRUGARH,92.86363636363636,377772.7272727273,3808.939090909091,-66.08038581934605,22.76988933816636,2014
Assam,Coconut ,Whole Year ,DIMA HASAO,95.4090909090909,261636.36363636365,3868.947272727273,-8.54103136269002,16.20311718554156,2018
Assam,Coconut ,Whole Year ,GOALPARA,566.9090909090909,4531954.545454546,8152.8777272727275,5.809727389242042,29.7297915421041,2019
Assam,Coconut ,Whole Year ,GOLAGHAT,838.5454545454545,11801545.454545455,14019.663636363635,43.05328598664039,62.54236993660018,2015
Assam,Coconut ,Whole Year ,HAILAKANDI,243.04545454545453,950000.0,3727.990909090909,-55.25839572954445,3.577796742671835,2010
Assam,Coconut ,Whole Year ,"HOJAI
",495.0,3658000.0,7389.9,-7.671712257411983,37.95763786424074,2007
Assam,Coconut ,Whole Year ,JORHAT,473.6818181818182,4796454.545454546,10452.151818181817,77.78185273214359,51.4585478464063,2001
Assam,Coconut ,Whole Year ,KAMRUP,1607.909090909091,16567045.454545455,10191.901363636365,33.59282022047577,88.19591769852876,2016
Assam,Coconut ,Whole Year ,KAMRUP METRO,202.78571428571428,2025857.142857143,10222.802142857141,-14.47671829714183,56.954707821341685,2002
Assam,Coconut ,Whole Year ,KARBI ANGLONG,433.8181818181818,2100681.8181818184,4891.931818181818,57.16700116288885,33.20860744739175,2012
Assam,Coconut ,Whole Year ,KARIMGANJ,607.4090909090909,2521954.5454545454,4062.9836363636364,25.29175210558951,36.37892528168698,2004
Assam,Coconut ,Whole Year ,KOKRAJHAR,369.22727272727275,2464727.272727273,6536.705454545454,60.781409164080884,7.318882932645732,2008
Assam,Coconut ,Whole Year ,LAKHIMPUR,254.95454545454547,1950000.0,8009.5936363636365,-43.51149654027435,40.7941172612068,2015
Assam,Coconut ,Whole Year ,"MAJULI
",135.0,1423000.0,10540.74,-26.354841735495626,42.391262696529864,2012
Assam,Coconut ,Whole Year ,MARIGAON,1058.7727272727273,7473045.454545454,7090.608636363637,-26.054866179547204,6.646495931124852,2017
Assam,Coconut ,Whole Year ,NAGAON,3733.5454545454545,30800227.272727273,7954.412727272728,-33.52663384403813,19.42858373961023,2008
Assam,Coconut ,Whole Year ,NALBARI,1639.090909090909,11991909.090909092,7538.713636363637,60.738384872713084,32.639395483766556,2000
Assam,Coconut ,Whole Year ,SIVASAGAR,520.3636363636364,3358272.727272727,6422.388181818183,-78.36709082796082,21.98868664369843,2002
Assam,Coconut ,Whole Year ,SONITPUR,1570.8181818181818,13192818.181818182,8541.768636363637,-22.186861048778724,12.754645697978361,2017
Assam,Coconut ,Whole Year ,TINSUKIA,69.54545454545455,817590.9090909091,11299.18,82.11064591920581,65.70516319541983,2009
Assam,Coconut ,Whole Year ,UDALGURI,682.5714285714286,3223000.0,4766.542857142857,-4.564135631409741,65.91079789436809,2014
Assam,Coconut ,Whole Year ,"WEST KARBI ANGLONG
",75.0,304000.0,4053.33,-90.30171741199271,30.864620051428815,2003
Assam,Cotton(lint),Kharif     ,BAKSA,9.466666666666667,4.066666666666666,0.44133333333333336,37.121323989280086,70.54976353016794,2017
Assam,Cotton(lint),Kharif     ,BARPETA,8.73913043478261,4.173913043478261,0.5560869565217391,87.51858748590092,61.09723388991068,2000
Assam,Cotton(lint),Kharif     ,BONGAIGAON,8.6,3.6666666666666665,0.5386666666666666,-10.858057632724822,26.060276184602372,2008
Assam,Cotton(lint),Kharif     ,CACHAR,98.82608695652173,36.869565217391305,0.3721739130434783,63.65441497215616,1.4782910453376985,2008
Assam,Cotton(lint),Kharif     ,CHIRANG,12.571428571428571,5.357142857142857,0.41500000000000004,26.614008678315585,60.22866374793659,2007
Assam,Cotton(lint),Kharif     ,DARRANG,11.227272727272727,5.7272727272727275,0.81,-18.174525663418876,18.882520734259344,2019
Assam,Cotton(lint),Kharif     ,DHEMAJI,6.6521739130434785,2.8260869565217392,0.43043478260869567,17.499147381395417,41.151091446616824,2010
Assam,Cotton(lint),Kharif     ,DHUBRI,16.555555555555557,7.625,0.3788888888888889,23.154509665754503,11.285225465848193,2000
Assam,Cotton(lint),Kharif     ,DIBRUGARH,13.416666666666666,6.0,0.5408333333333334,22.720515589198186,14.447808351858193,2007
Assam,Cotton(lint),Kharif     ,DIMA HASAO,211.52173913043478,100.04347826086956,0.4791304347826087,77.11478276219106,64.05463018175101,2000
Assam,Cotton(lint),Kharif     ,GOALPARA,8.736842105263158,3.210526315789474,0.3621052631578947,-72.85436456795273,92.87303830668385,2005
Assam,Cotton(lint),Kharif     ,GOLAGHAT,12.347826086956522,5.130434782608695,0.41478260869565214,-16.68586336436897,72.51269145345027,2008
Assam,Cotton(lint),Kharif     ,HAILAKANDI,46.73913043478261,17.869565217391305,0.391304347826087,-41.236557676724914,66.565126800259,2005
Assam,Cotton(lint),Kharif     ,JORHAT,7.608695652173913,3.347826086956522,0.44652173913043475,51.81474847063646,57.46359355834992,2011
Assam,Cotton(lint),Kharif     ,KAMRUP,35.61904761904762,16.857142857142858,0.5957142857142858,-5.104439847580807,93.44031643276367,2002
Assam,Cotton(lint),Kharif     ,KAMRUP METRO,3.25,1.5,0.5108333333333334,7.8801656841190635,53.48416040154847,2006
Assam,Cotton(lint),Kharif     ,KARBI ANGLONG,725.0869565217391,360.4347826086956,0.4965217391304348,51.98933619319615,43.98754552256213,2007
Assam,Cotton(lint),Kharif     ,KARIMGANJ,27.0,11.565217391304348,0.42347826086956525,-37.640986428942,13.121628771384108,2010
Assam,Cotton(lint),Kharif     ,KOKRAJHAR,12.521739130434783,5.434782608695652,0.4534782608695652,56.804308674336426,71.84357608555958,2019
Assam,Cotton(lint),Kharif     ,LAKHIMPUR,22.91304347826087,9.73913043478261,0.41782608695652174,36.132495427013,6.226122736246154,2002
Assam,Cotton(lint),Kharif     ,MARIGAON,9.272727272727273,4.2727272727272725,0.4527272727272727,-42.87379156386584,95.70717026665693,2015
Assam,Cotton(lint),Kharif     ,NAGAON,26.956521739130434,11.043478260869565,0.44086956521739135,-76.91680197774977,26.51725178336174,2003
Assam,Cotton(lint),Kharif     ,NALBARI,7.521739130434782,3.5652173913043477,0.7121739130434782,-69.35525969472812,21.25724440507456,2016
Assam,Cotton(lint),Kharif     ,SIVASAGAR,7.35,3.65,0.5640000000000001,4.720331969188663,87.763852852409,2008
Assam,Cotton(lint),Kharif     ,SONITPUR,19.391304347826086,8.73913043478261,0.5073913043478261,3.768241389254328,37.303589357339575,2012
Assam,Cotton(lint),Kharif     ,TINSUKIA,1.5,1.0,0.65,99.17624087900992,87.14047850104446,2015
Assam,Cotton(lint),Kharif     ,UDALGURI,1.5,1.1666666666666667,0.9166666666666666,-6.1991787020724445,34.08778078097999,2002
Assam,Dry chillies,Whole Year ,BAKSA,729.8,473.0,0.648,-42.532835602883814,36.30643034882303,2019
Assam,Dry chillies,Whole Year ,BARPETA,2257.0,2208.0434782608695,0.9443478260869567,65.34757491678317,28.971776943343773,2002
Assam,Dry chillies,Whole Year ,BONGAIGAON,644.8260869565217,428.4347826086956,0.6656521739130435,16.2162763633241,1.836274855543607,2017
Assam,Dry chillies,Whole Year ,CACHAR,918.5217391304348,599.3913043478261,0.6482608695652174,59.41117479015628,56.77263228372609,2020
Assam,Dry chillies,Whole Year ,CHIRANG,497.46666666666664,400.73333333333335,0.8026666666666666,-53.26947998226035,47.40044557861519,2011
Assam,Dry chillies,Whole Year ,DARRANG,1008.0434782608696,777.0434782608696,0.7817391304347826,83.90213505263975,98.03928204196252,2008
Assam,Dry chillies,Whole Year ,DHEMAJI,252.7826086956522,209.56521739130434,0.8265217391304348,-83.24427301094408,8.727837538477745,2001
Assam,Dry chillies,Whole Year ,DHUBRI,1920.4782608695652,1800.8695652173913,0.9139130434782609,-0.41574664076706824,26.008090985987696,2009
Assam,Dry chillies,Whole Year ,DIBRUGARH,260.2608695652174,183.04347826086956,0.698695652173913,-91.59665338444196,54.25873205964137,2015
Assam,Dry chillies,Whole Year ,DIMA HASAO,361.69565217391306,226.7391304347826,0.6104347826086957,41.14314464137533,36.604080158195664,2003
Assam,Dry chillies,Whole Year ,GOALPARA,408.5217391304348,328.04347826086956,0.7799999999999999,83.73734450049537,95.87997981269828,2012
Assam,Dry chillies,Whole Year ,GOLAGHAT,514.0434782608696,415.7391304347826,0.7473913043478262,-43.71956915402018,95.79496063733366,2016
Assam,Dry chillies,Whole Year ,HAILAKANDI,216.08695652173913,125.21739130434783,0.5982608695652175,-85.7601465975562,85.53441864152643,2011
Assam,Dry chillies,Whole Year ,JORHAT,173.47826086956522,113.43478260869566,0.6269565217391304,-61.135461456816806,29.930876066758383,2012
Assam,Dry chillies,Whole Year ,KAMRUP,1492.8695652173913,944.0,0.5895652173913044,-87.23542013610486,97.72477442145056,2012
Assam,Dry chillies,Whole Year ,KAMRUP METRO,160.93333333333334,96.86666666666666,0.6013333333333333,71.03486410937151,87.12627710574677,2009
Assam,Dry chillies,Whole Year ,KARBI ANGLONG,364.0869565217391,279.2173913043478,0.7460869565217392,-31.203788898869462,41.15499752286087,2019
Assam,Dry chillies,Whole Year ,KARIMGANJ,181.34782608695653,112.26086956521739,0.6134782608695653,77.82933664315982,53.55819229814806,2014
Assam,Dry chillies,Whole Year ,KOKRAJHAR,678.6521739130435,516.0434782608696,0.767391304347826,70.52670154319807,25.741988097051927,2019
Assam,Dry chillies,Whole Year ,LAKHIMPUR,537.6521739130435,359.39130434782606,0.6956521739130435,-26.428413960112238,76.58953353541494,2007
Assam,Dry chillies,Whole Year ,MARIGAON,465.5652173913044,309.5652173913044,0.6730434782608696,66.22222406322746,18.652396844099115,2003
Assam,Dry chillies,Whole Year ,NAGAON,1292.1304347826087,872.3478260869565,0.6730434782608696,56.87666933429162,53.17471026860105,2016
Assam,Dry chillies,Whole Year ,NALBARI,513.9565217391304,356.3478260869565,0.6873913043478261,-42.964407746363186,39.764528523142516,2014
Assam,Dry chillies,Whole Year ,SIVASAGAR,181.56521739130434,146.47826086956522,0.7952173913043478,27.56209219574785,76.23441411868728,2013
Assam,Dry chillies,Whole Year ,SONITPUR,1030.3636363636363,574.6363636363636,0.5368181818181819,80.3470880692924,53.00119371837425,2002
Assam,Dry chillies,Whole Year ,TINSUKIA,186.95652173913044,128.95652173913044,0.6734782608695652,65.59711150170062,65.7255255767182,2019
Assam,Dry chillies,Whole Year ,UDALGURI,541.4666666666667,338.06666666666666,0.6366666666666667,-27.166575442102385,38.62904716758877,2019
